location,bhk,total_sqft,bath,price
R.T. NAGAR,2,1100.0,3.0,125.0
R.T. NAGAR,2,1150.0,2.0,72.0
R.T. NAGAR,4,1500.0,4.0,185.0
R.T. NAGAR,9,3600.0,8.0,165.0
R.T. NAGAR,2,1080.0,2.0,48.0
R.T. NAGAR,2,1325.0,2.0,52.0
R.T. NAGAR,3,1300.0,3.0,145.0
R.T. NAGAR,2,1100.0,2.0,85.0
R.T. NAGAR,3,1667.0,3.0,130.0
RACHENAHALLI,2,1050.0,2.0,52.07
RACHENAHALLI,2,1050.0,2.0,55.5
RACHENAHALLI,2,1050.0,2.0,53.5
RACHENAHALLI,2,1220.0,2.0,59.5
RACHENAHALLI,2,1050.0,2.0,52.5
RACHENAHALLI,2,1050.0,2.0,52.1
RACHENAHALLI,2,1113.0,2.0,55.0
RACHENAHALLI,4,3657.0,5.0,220.0
RACHENAHALLI,1,680.0,1.0,32.64
RACHENAHALLI,1,413.0,1.0,19.8
RACHENAHALLI,2,1050.0,2.0,52.5
RACHENAHALLI,1,690.0,1.0,39.8
RACHENAHALLI,2,1200.0,2.0,50.0
RACHENAHALLI,2,1050.0,2.0,47.25
RACHENAHALLI,2,1100.0,2.0,68.0
RACHENAHALLI,2,985.0,2.0,49.97
RACHENAHALLI,2,1050.0,2.0,52.08
RACHENAHALLI,3,2710.0,3.0,170.0
RACHENAHALLI,2,985.0,2.0,49.97
RACHENAHALLI,3,1856.0,3.0,106.0
RACHENAHALLI,2,985.0,2.0,50.17
RACHENAHALLI,3,2600.0,3.0,160.0
RACHENAHALLI,3,1756.0,3.0,110.0
RACHENAHALLI,2,985.0,2.0,50.17
RACHENAHALLI,2,1050.0,2.0,52.71
RAJA RAJESHWARI NAGAR,2,1295.0,2.0,43.9
RAJA RAJESHWARI NAGAR,2,1145.0,2.0,45.79
RAJA RAJESHWARI NAGAR,2,1419.0,2.0,48.1
RAJA RAJESHWARI NAGAR,2,1295.0,2.0,55.47
RAJA RAJESHWARI NAGAR,2,1133.0,2.0,49.07
RAJA RAJESHWARI NAGAR,2,1090.0,2.0,42.0
RAJA RAJESHWARI NAGAR,2,1260.0,2.0,67.39
RAJA RAJESHWARI NAGAR,2,1141.0,2.0,38.55
RAJA RAJESHWARI NAGAR,2,1140.0,2.0,49.39
RAJA RAJESHWARI NAGAR,2,1303.0,2.0,55.79
RAJA RAJESHWARI NAGAR,1,600.0,1.0,22.0
RAJA RAJESHWARI NAGAR,3,1278.0,2.0,53.76
RAJA RAJESHWARI NAGAR,1,500.0,1.0,25.0
RAJA RAJESHWARI NAGAR,2,1143.0,2.0,38.65
RAJA RAJESHWARI NAGAR,3,1610.0,3.0,74.0
RAJA RAJESHWARI NAGAR,2,1105.0,2.0,65.0
RAJA RAJESHWARI NAGAR,2,1258.0,2.0,63.53
RAJA RAJESHWARI NAGAR,2,1128.0,2.0,38.24
RAJA RAJESHWARI NAGAR,2,1157.0,2.0,53.8
RAJA RAJESHWARI NAGAR,2,1185.0,2.0,47.39
RAJA RAJESHWARI NAGAR,2,1030.0,2.0,50.0
RAJA RAJESHWARI NAGAR,2,1144.0,2.0,38.55
RAJA RAJESHWARI NAGAR,2,1196.0,2.0,51.51
RAJA RAJESHWARI NAGAR,3,1570.0,3.0,88.0
RAJA RAJESHWARI NAGAR,2,1168.0,2.0,61.0
RAJA RAJESHWARI NAGAR,2,1306.0,2.0,55.91
RAJA RAJESHWARI NAGAR,3,1608.0,3.0,67.98
RAJA RAJESHWARI NAGAR,3,1575.0,2.0,78.0
RAJA RAJESHWARI NAGAR,2,1200.0,2.0,35.0
RAJA RAJESHWARI NAGAR,2,1151.0,2.0,39.02
RAJA RAJESHWARI NAGAR,2,1196.0,2.0,51.15
RAJA RAJESHWARI NAGAR,2,1419.0,2.0,48.0
RAJA RAJESHWARI NAGAR,2,1295.0,2.0,70.0
RAJA RAJESHWARI NAGAR,1,648.0,1.0,31.75
RAJA RAJESHWARI NAGAR,2,1100.0,2.0,55.0
RAJA RAJESHWARI NAGAR,2,1140.0,2.0,38.55
RAJA RAJESHWARI NAGAR,2,1090.0,2.0,43.59
RAJA RAJESHWARI NAGAR,2,1023.0,2.0,42.0
RAJA RAJESHWARI NAGAR,2,1070.0,2.0,50.0
RAJA RAJESHWARI NAGAR,8,4800.0,8.0,225.0
RAJA RAJESHWARI NAGAR,2,1128.0,2.0,48.79
RAJA RAJESHWARI NAGAR,2,1267.0,2.0,42.85
RAJA RAJESHWARI NAGAR,1,550.0,1.0,21.0
RAJA RAJESHWARI NAGAR,2,1120.0,2.0,37.95
RAJA RAJESHWARI NAGAR,2,1608.0,2.0,85.0
RAJA RAJESHWARI NAGAR,2,1210.0,2.0,45.0
RAJA RAJESHWARI NAGAR,2,1240.0,2.0,53.27
RAJA RAJESHWARI NAGAR,3,1395.0,2.0,72.0
RAJA RAJESHWARI NAGAR,2,1165.0,2.0,45.0
RAJA RAJESHWARI NAGAR,3,1288.0,2.0,70.0
RAJA RAJESHWARI NAGAR,2,1120.0,2.0,37.97
RAJA RAJESHWARI NAGAR,2,1140.0,2.0,38.65
RAJA RAJESHWARI NAGAR,2,1095.0,2.0,38.33
RAJA RAJESHWARI NAGAR,3,1420.0,2.0,60.0
RAJA RAJESHWARI NAGAR,2,1303.0,2.0,44.17
RAJA RAJESHWARI NAGAR,2,1185.0,2.0,40.17
RAJA RAJESHWARI NAGAR,2,1140.0,2.0,49.27
RAJA RAJESHWARI NAGAR,2,1095.0,2.0,38.33
RAJA RAJESHWARI NAGAR,2,1235.0,2.0,75.0
RAJA RAJESHWARI NAGAR,3,1280.0,3.0,57.6
RAJA RAJESHWARI NAGAR,2,1303.0,2.0,55.79
RAJA RAJESHWARI NAGAR,2,1162.0,2.0,65.0
RAJA RAJESHWARI NAGAR,2,1133.0,2.0,38.41
RAJA RAJESHWARI NAGAR,2,1151.0,2.0,49.0
RAJA RAJESHWARI NAGAR,2,1267.0,2.0,54.35
RAJA RAJESHWARI NAGAR,2,1100.0,2.0,50.0
RAJA RAJESHWARI NAGAR,2,1185.0,2.0,40.17
RAJA RAJESHWARI NAGAR,2,1306.0,2.0,44.17
RAJA RAJESHWARI NAGAR,2,1196.0,2.0,40.44
RAJA RAJESHWARI NAGAR,2,1178.0,2.0,75.0
RAJA RAJESHWARI NAGAR,2,1128.0,2.0,40.0
RAJA RAJESHWARI NAGAR,2,1151.0,2.0,39.0
RAJA RAJESHWARI NAGAR,3,1525.0,2.0,99.13
RAJA RAJESHWARI NAGAR,2,1060.0,2.0,48.0
RAJA RAJESHWARI NAGAR,6,3900.0,6.0,195.0
RAJA RAJESHWARI NAGAR,2,1170.0,2.0,50.0
RAJA RAJESHWARI NAGAR,2,1185.0,2.0,51.15
RAJA RAJESHWARI NAGAR,2,1255.0,2.0,53.87
RAJA RAJESHWARI NAGAR,2,1419.0,2.0,60.42
RAJA RAJESHWARI NAGAR,3,1693.0,3.0,71.38
RAJA RAJESHWARI NAGAR,9,3600.0,9.0,240.0
RAJA RAJESHWARI NAGAR,2,1196.0,2.0,40.54
RAJA RAJESHWARI NAGAR,2,1160.0,2.0,70.0
RAJA RAJESHWARI NAGAR,2,1133.0,2.0,38.37
RAJA RAJESHWARI NAGAR,2,1140.0,2.0,48.7
RAJA RAJESHWARI NAGAR,2,1140.0,2.0,38.65
RAJA RAJESHWARI NAGAR,2,1295.0,2.0,55.47
RAJA RAJESHWARI NAGAR,2,1133.0,2.0,40.0
RAJA RAJESHWARI NAGAR,3,1550.0,3.0,86.8
RAJA RAJESHWARI NAGAR,2,1400.0,2.0,45.0
RAJA RAJESHWARI NAGAR,2,1110.0,2.0,52.0
RAJA RAJESHWARI NAGAR,3,1580.0,3.0,83.74
RAJA RAJESHWARI NAGAR,3,1640.0,3.0,86.8
RAJA RAJESHWARI NAGAR,3,1279.0,2.0,53.76
RAJA RAJESHWARI NAGAR,2,1240.0,2.0,40.54
RAJA RAJESHWARI NAGAR,2,1090.0,2.0,57.0
RAJA RAJESHWARI NAGAR,2,1240.0,2.0,42.04
RAJA RAJESHWARI NAGAR,3,1757.0,3.0,98.0
RAJA RAJESHWARI NAGAR,3,1530.0,3.0,64.0
RAJA RAJESHWARI NAGAR,3,1587.0,3.0,73.8
RAJA RAJESHWARI NAGAR,3,1450.0,2.0,67.0
RAJA RAJESHWARI NAGAR,2,1090.0,2.0,57.0
RAJA RAJESHWARI NAGAR,2,945.0,2.0,45.0
RAJA RAJESHWARI NAGAR,2,1303.0,2.0,55.78
RAJA RAJESHWARI NAGAR,8,3450.0,7.0,225.0
RAJA RAJESHWARI NAGAR,3,1700.0,2.0,86.0
RAJA RAJESHWARI NAGAR,2,1270.0,2.0,62.0
RAJA RAJESHWARI NAGAR,2,1250.0,2.0,68.0
RAJA RAJESHWARI NAGAR,3,1260.0,2.0,62.0
RAJA RAJESHWARI NAGAR,3,1580.0,2.0,66.85
RAJA RAJESHWARI NAGAR,2,1050.0,2.0,37.0
RAJA RAJESHWARI NAGAR,3,1021.0,3.0,59.0
RAJA RAJESHWARI NAGAR,3,1500.0,3.0,88.0
RAJA RAJESHWARI NAGAR,2,1168.0,2.0,66.0
RAJA RAJESHWARI NAGAR,3,1400.0,2.0,86.0
RAJA RAJESHWARI NAGAR,2,1157.0,2.0,65.0
RAJA RAJESHWARI NAGAR,2,1206.0,2.0,40.7
RAJA RAJESHWARI NAGAR,2,1000.0,2.0,50.0
RAJA RAJESHWARI NAGAR,3,1485.0,2.0,63.0
RAJA RAJESHWARI NAGAR,3,1335.0,2.0,56.0
RAJA RAJESHWARI NAGAR,2,1255.0,2.0,42.54
RAJA RAJESHWARI NAGAR,3,1530.0,3.0,64.86
RAJA RAJESHWARI NAGAR,3,1850.0,3.0,98.0
RAJA RAJESHWARI NAGAR,2,1140.0,2.0,44.0
RAJA RAJESHWARI NAGAR,8,6000.0,8.0,215.0
RAJA RAJESHWARI NAGAR,2,1140.0,2.0,39.0
RAJA RAJESHWARI NAGAR,1,510.0,1.0,22.0
RAJA RAJESHWARI NAGAR,2,1187.0,2.0,40.14
RAJA RAJESHWARI NAGAR,2,1141.0,2.0,60.0
RAJAJI NAGAR,3,1640.0,3.0,229.0
RAJAJI NAGAR,3,2390.0,3.0,415.0
RAJAJI NAGAR,3,2390.0,3.0,410.0
RAJAJI NAGAR,4,3516.0,4.0,540.0
RAJAJI NAGAR,3,1640.0,3.0,223.0
RAJAJI NAGAR,6,1800.0,4.0,324.0
RAJAJI NAGAR,4,3526.0,4.0,558.0
RAJAJI NAGAR,3,1800.0,3.0,260.0
RAJAJI NAGAR,3,1640.0,3.0,241.0
RAJAJI NAGAR,2,1370.0,2.0,170.0
RAJAJI NAGAR,3,2409.0,3.0,360.0
RAJAJI NAGAR,2,1718.0,3.0,288.0
RAJAJI NAGAR,3,2386.0,3.0,334.0
RAJAJI NAGAR,2,1200.0,2.0,150.0
RAJAJI NAGAR,2,1160.0,1.0,163.0
RAJAJI NAGAR,1,660.0,1.0,75.0
RAJAJI NAGAR,2,1440.0,2.0,170.0
RAJAJI NAGAR,3,2448.0,3.0,400.0
RAJAJI NAGAR,2,1440.0,2.0,185.0
RAJAJI NAGAR,3,1640.0,3.0,230.0
RAJAJI NAGAR,3,1800.0,2.0,250.0
RAJAJI NAGAR,4,3100.0,4.0,550.0
RAJAJI NAGAR,4,3526.0,4.0,598.0
RAJAJI NAGAR,2,1357.0,2.0,130.0
RAJAJI NAGAR,3,2300.0,3.0,369.0
RAJAJI NAGAR,3,2500.0,3.0,350.0
RAJAJI NAGAR,3,2559.0,3.0,403.0
RAJAJI NAGAR,2,1763.0,3.0,262.0
RAJAJI NAGAR,3,2533.0,3.0,425.0
RAJAJI NAGAR,2,1268.0,2.0,127.0
RAJAJI NAGAR,3,1640.0,3.0,262.0
RAJAJI NAGAR,2,1200.0,1.0,200.0
RAJAJI NAGAR,3,2367.0,3.0,375.0
RAJAJI NAGAR,4,2440.0,2.0,415.0
RAJAJI NAGAR,3,1640.0,3.0,251.0
RAJAJI NAGAR,3,1640.0,3.0,268.0
RAJAJI NAGAR,3,2367.0,4.0,340.0
RAJAJI NAGAR,4,1350.0,4.0,230.0
RAJAJI NAGAR,5,2400.0,5.0,408.0
RAJAJI NAGAR,3,2500.0,3.0,340.0
RAJAJI NAGAR,3,2390.0,3.0,372.0
RAJAJI NAGAR,3,2415.0,3.0,399.0
RAJAJI NAGAR,2,1718.0,3.0,275.0
RAJAJI NAGAR,2,1763.0,3.0,240.0
RAJAJI NAGAR,3,2409.0,3.0,395.0
RAJAJI NAGAR,2,1314.0,2.0,225.0
RAJAJI NAGAR,2,1440.0,2.0,165.0
RAJAJI NAGAR,3,1640.0,3.0,245.0
RAJIV NAGAR,3,1690.0,3.0,125.0
RAJIV NAGAR,2,1263.0,2.0,93.32
RAJIV NAGAR,4,2340.0,4.0,148.0
RAJIV NAGAR,4,2340.0,5.0,129.0
RAJIV NAGAR,2,1330.0,2.0,93.0
RAJIV NAGAR,2,1309.0,2.0,80.0
RAJIV NAGAR,4,2340.0,4.0,145.0
RAJIV NAGAR,4,2330.0,5.0,175.0
RAJIV NAGAR,4,2340.0,5.0,160.0
RAMAGONDANAHALLI,2,1151.0,2.0,48.77
RAMAGONDANAHALLI,2,1251.0,2.0,47.0
RAMAGONDANAHALLI,2,1235.0,2.0,52.04
RAMAGONDANAHALLI,3,1610.0,2.0,111.0
RAMAGONDANAHALLI,1,540.0,1.0,30.0
RAMAGONDANAHALLI,2,1235.0,2.0,46.8
RAMAGONDANAHALLI,2,1215.0,2.0,51.26
RAMAGONDANAHALLI,3,2257.0,4.0,157.0
RAMAGONDANAHALLI,2,1251.0,2.0,47.4
RAMAGONDANAHALLI,3,1610.0,2.0,115.0
RAMAGONDANAHALLI,2,920.0,2.0,65.0
RAMAGONDANAHALLI,2,1215.0,2.0,45.5
RAMAGONDANAHALLI,2,1253.0,2.0,52.66
RAMAGONDANAHALLI,2,1295.0,2.0,95.0
RAMAGONDANAHALLI,2,1151.0,2.0,50.5
RAMAGONDANAHALLI,2,1235.0,2.0,49.3
RAMAGONDANAHALLI,3,2257.0,3.0,159.0
RAMAGONDANAHALLI,3,1910.0,3.0,142.0
RAMAGONDANAHALLI,2,1215.0,2.0,46.1
RAMAGONDANAHALLI,2,1251.0,2.0,50.0
RAMAGONDANAHALLI,2,1151.0,2.0,43.6
RAMAGONDANAHALLI,2,1251.0,2.0,53.0
RAMAGONDANAHALLI,2,845.0,2.0,45.82
RAMAGONDANAHALLI,3,1910.0,3.0,150.0
RAMAGONDANAHALLI,3,2040.0,3.0,114.0
RAMAGONDANAHALLI,3,3350.0,3.0,150.0
RAMAGONDANAHALLI,2,1251.0,2.0,46.0
RAMAGONDANAHALLI,2,1151.0,2.0,46.0
RAMAGONDANAHALLI,3,1610.0,2.0,112.0
RAMAGONDANAHALLI,3,1200.0,3.0,56.1
RAMAGONDANAHALLI,4,2787.0,5.0,220.0
RAMAGONDANAHALLI,2,1125.0,2.0,75.0
RAMAGONDANAHALLI,2,1151.0,2.0,42.5
RAMAGONDANAHALLI,3,2257.0,3.0,155.0
RAMAGONDANAHALLI,3,1500.0,3.0,100.0
RAMAGONDANAHALLI,3,1910.0,3.0,131.0
RAMAMURTHY NAGAR,4,3700.0,4.0,225.0
RAMAMURTHY NAGAR,5,3500.0,5.0,150.0
RAMAMURTHY NAGAR,2,1050.0,2.0,37.0
RAMAMURTHY NAGAR,2,1040.0,2.0,50.0
RAMAMURTHY NAGAR,2,1200.0,3.0,72.0
RAMAMURTHY NAGAR,1,360.0,1.0,26.0
RAMAMURTHY NAGAR,2,950.0,2.0,50.79
RAMAMURTHY NAGAR,3,1200.0,2.0,66.0
RAMAMURTHY NAGAR,3,1525.0,3.0,100.0
RAMAMURTHY NAGAR,2,1200.0,2.0,80.0
RAMAMURTHY NAGAR,2,1200.0,2.0,42.0
RAMAMURTHY NAGAR,2,1100.0,2.0,68.0
RAMAMURTHY NAGAR,2,1185.0,2.0,45.5
RAMAMURTHY NAGAR,2,1170.0,2.0,46.8
RAMAMURTHY NAGAR,2,1150.0,2.0,51.0
RAMAMURTHY NAGAR,2,1200.0,2.0,48.0
RAMAMURTHY NAGAR,2,600.0,3.0,45.0
RAMAMURTHY NAGAR,2,1110.0,2.0,65.0
RAMAMURTHY NAGAR,2,1200.0,2.0,78.0
RAMAMURTHY NAGAR,1,600.0,1.0,43.0
RAMAMURTHY NAGAR,2,1006.0,2.0,57.0
RAMAMURTHY NAGAR,2,1200.0,2.0,76.0
RAMAMURTHY NAGAR,2,700.0,2.0,33.0
RAMAMURTHY NAGAR,2,1125.0,2.0,47.0
RAMAMURTHY NAGAR,2,1000.0,2.0,62.0
RAMAMURTHY NAGAR,2,1334.0,2.0,67.0
RAMAMURTHY NAGAR,2,1200.0,2.0,46.0
RAMAMURTHY NAGAR,2,1200.0,2.0,57.9
RAMAMURTHY NAGAR,2,1360.0,2.0,45.0
RAMAMURTHY NAGAR,2,1170.0,2.0,44.0
RAMAMURTHY NAGAR,4,2200.0,4.0,130.0
RAMAMURTHY NAGAR,2,1050.0,2.0,51.66
RAMAMURTHY NAGAR,4,2916.0,5.0,230.0
RAMAMURTHY NAGAR,3,2316.0,3.0,125.0
RAMAMURTHY NAGAR,2,1101.0,2.0,50.0
RAMAMURTHY NAGAR,2,1150.0,2.0,40.0
RAMAMURTHY NAGAR,2,1050.0,2.0,37.8
RAMAMURTHY NAGAR,2,935.0,2.0,39.0
RAMAMURTHY NAGAR,2,1200.0,2.0,68.0
RAMAMURTHY NAGAR,1,540.0,1.0,35.0
RAMAMURTHY NAGAR,2,960.0,2.0,35.0
RAYASANDRA,3,1314.0,2.0,63.0
RAYASANDRA,2,1065.0,2.0,44.95
RAYASANDRA,3,1708.0,3.0,75.0
RAYASANDRA,3,1199.0,2.0,48.5
RAYASANDRA,3,1577.0,3.0,67.0
RAYASANDRA,2,1253.0,2.0,57.0
RAYASANDRA,1,583.0,1.0,26.9
RAYASANDRA,2,1198.0,2.0,54.0
RAYASANDRA,3,1555.0,3.0,75.17
RAYASANDRA,3,1458.0,3.0,60.0
RAYASANDRA,3,1179.0,2.0,55.0
RAYASANDRA,3,1601.0,3.0,70.0
RAYASANDRA,4,1708.0,3.0,76.0
RAYASANDRA,1,470.0,1.0,21.0
RAYASANDRA,5,3600.0,5.0,145.0
RAYASANDRA,3,1357.0,2.0,59.0
SADASHIVA NAGAR,3,3761.0,3.0,660.0
SADASHIVA NAGAR,4,2780.0,5.0,480.0
SADASHIVA NAGAR,4,2720.0,4.0,485.0
SADASHIVA NAGAR,3,3761.0,3.0,650.0
SADASHIVA NAGAR,3,3850.0,3.0,650.0
SADASHIVA NAGAR,4,3500.0,4.0,700.0
SADASHIVA NAGAR,5,7500.0,5.0,1500.0
SAHAKARA NAGAR,3,1500.0,2.0,95.0
SAHAKARA NAGAR,2,1100.0,2.0,56.0
SAHAKARA NAGAR,2,1219.0,2.0,48.0
SAHAKARA NAGAR,4,1200.0,4.0,130.0
SAHAKARA NAGAR,3,1100.0,2.0,75.0
SAHAKARA NAGAR,3,1655.0,3.0,115.0
SAHAKARA NAGAR,2,1150.0,2.0,54.0
SAHAKARA NAGAR,2,1270.0,2.0,69.85
SAHAKARA NAGAR,2,960.0,2.0,56.0
SAHAKARA NAGAR,2,1048.0,2.0,50.0
SAHAKARA NAGAR,2,1160.0,2.0,55.0
SAHAKARA NAGAR,3,1200.0,2.0,75.0
SAHAKARA NAGAR,4,2500.0,4.0,200.0
SAHAKARA NAGAR,3,1914.0,3.0,179.0
SAHAKARA NAGAR,3,1500.0,3.0,125.0
SAHAKARA NAGAR,2,1100.0,2.0,55.0
SAHAKARA NAGAR,3,1914.0,3.0,149.0
SAHAKARA NAGAR,2,1000.0,2.0,60.0
SAHAKARA NAGAR,2,1175.0,2.0,49.0
SAHAKARA NAGAR,3,1370.0,2.0,90.0
SAHAKARA NAGAR,2,1180.0,2.0,72.0
SAHAKARA NAGAR,2,1200.0,2.0,60.0
SAHAKARA NAGAR,2,1032.0,2.0,45.0
SAHAKARA NAGAR,2,1200.0,2.0,46.0
SAHAKARA NAGAR,2,1270.0,2.0,96.0
SAHAKARA NAGAR,2,1201.0,2.0,80.0
SAHAKARA NAGAR,2,1200.0,2.0,54.0
SAHAKARA NAGAR,2,1291.0,2.0,72.3
SANJAY NAGAR,2,1000.0,2.0,70.0
SANJAY NAGAR,2,1100.0,2.0,98.0
SANJAY NAGAR,2,1150.0,2.0,72.2
SANJAY NAGAR,3,1800.0,3.0,180.0
SANJAY NAGAR,2,630.0,1.0,35.0
SANJAY NAGAR,5,3300.0,3.0,250.0
SANJAY NAGAR,3,1900.0,2.0,180.0
SANJAY NAGAR,2,1575.0,2.0,90.0
SANJAY NAGAR,2,960.0,2.0,55.0
SANJAY NAGAR,2,1050.0,2.0,59.0
SANJAY NAGAR,2,1150.0,2.0,70.0
SANJAY NAGAR,3,1500.0,3.0,150.0
SANJAY NAGAR,2,1180.0,2.0,80.0
SARAKKI NAGAR,3,2121.0,4.0,253.0
SARAKKI NAGAR,3,2289.0,3.0,260.0
SARAKKI NAGAR,3,2500.0,4.0,325.0
SARAKKI NAGAR,3,2145.0,4.0,270.0
SARAKKI NAGAR,3,1200.0,3.0,128.0
SARAKKI NAGAR,3,2663.0,4.0,338.0
SARAKKI NAGAR,3,1840.0,4.0,175.0
SARJAPUR,3,2250.0,3.0,148.0
SARJAPUR,3,1600.0,3.0,75.0
SARJAPUR,2,1243.0,2.0,43.49
SARJAPUR,2,913.0,2.0,32.0
SARJAPUR,2,1128.0,2.0,60.0
SARJAPUR,2,1185.0,2.0,47.0
SARJAPUR,3,900.0,2.0,42.0
SARJAPUR,1,650.0,1.0,17.535
SARJAPUR,2,1020.0,2.0,35.0
SARJAPUR,2,1195.0,2.0,42.0
SARJAPUR,2,1240.0,2.0,44.0
SARJAPUR,2,950.0,2.0,32.5
SARJAPUR,3,1285.0,2.0,68.0
SARJAPUR,2,925.0,2.0,25.0
SARJAPUR,4,3190.0,3.0,160.0
SARJAPUR,2,1215.0,2.0,40.0
SARJAPUR,3,1200.0,3.0,78.0
SARJAPUR,2,1000.0,2.0,30.0
SARJAPUR,2,1157.0,2.0,40.0
SARJAPUR,3,2238.0,3.0,140.0
SARJAPUR,3,2020.0,3.0,85.0
SARJAPUR,4,2885.0,3.0,185.0
SARJAPUR,2,1240.0,2.0,44.3
SARJAPUR,1,625.0,1.0,19.0
SARJAPUR,4,2586.0,4.0,139.5
SARJAPUR,2,940.0,2.0,25.38
SARJAPUR,4,2100.0,3.0,125.0
SARJAPUR,2,913.0,2.0,36.0
SARJAPUR,3,1404.0,2.0,53.35
SARJAPUR,3,1830.0,3.0,88.0
SARJAPUR,3,1364.0,2.0,56.0
SARJAPUR,2,1124.0,2.0,30.35
SARJAPUR,2,1044.0,2.0,32.0
SARJAPUR,1,650.0,1.0,19.87
SARJAPUR,2,1175.0,2.0,42.0
SARJAPUR,2,1240.0,2.0,43.1
SARJAPUR,2,1032.0,2.0,42.0
SARJAPUR,2,1044.0,2.0,34.0
SARJAPUR,3,1200.0,3.0,76.13
SARJAPUR,2,1200.0,2.0,62.0
SARJAPUR,2,900.0,2.0,27.98
SARJAPUR,2,1205.0,2.0,29.0
SARJAPUR,2,850.0,2.0,32.0
SARJAPUR,2,1175.0,2.0,41.68
SARJAPUR,2,920.0,2.0,33.0
SARJAPUR,2,1150.0,2.0,41.0
SARJAPUR,2,1200.0,2.0,42.6
SARJAPUR,3,1333.0,3.0,50.0
SARJAPUR,2,1044.0,2.0,36.0
SARJAPUR,2,950.0,2.0,35.0
SARJAPUR,3,2172.0,3.0,100.0
SARJAPUR,1,633.0,1.0,17.09
SARJAPUR,2,1451.0,2.0,87.0
SARJAPUR,4,2400.0,3.0,140.0
SARJAPUR,3,1525.0,2.0,68.0
SARJAPUR,2,1095.0,2.0,45.0
SARJAPUR,3,1425.0,3.0,57.0
SARJAPUR ROAD,3,2497.0,3.0,140.0
SARJAPUR ROAD,3,1787.0,3.0,125.0
SARJAPUR ROAD,2,1000.0,2.0,67.0
SARJAPUR ROAD,2,1346.0,2.0,74.03
SARJAPUR ROAD,2,1195.0,2.0,70.0
SARJAPUR ROAD,3,1550.0,3.0,100.0
SARJAPUR ROAD,3,2100.0,3.0,125.0
SARJAPUR ROAD,3,1691.0,3.0,113.0
SARJAPUR ROAD,2,1278.0,2.0,95.0
SARJAPUR ROAD,3,2238.0,3.0,140.0
SARJAPUR ROAD,3,1800.0,3.0,110.0
SARJAPUR ROAD,3,1984.0,4.0,146.0
SARJAPUR ROAD,3,1700.0,3.0,110.0
SARJAPUR ROAD,3,1157.0,2.0,75.0
SARJAPUR ROAD,2,1282.0,2.0,72.0
SARJAPUR ROAD,4,4111.0,4.0,310.0
SARJAPUR ROAD,4,3900.0,4.0,300.0
SARJAPUR ROAD,2,1050.0,2.0,62.0
SARJAPUR ROAD,3,1700.0,3.0,135.0
SARJAPUR ROAD,3,1691.0,3.0,119.0
SARJAPUR ROAD,3,1846.0,3.0,140.0
SARJAPUR ROAD,3,1200.0,3.0,95.0
SARJAPUR ROAD,3,1845.0,4.0,110.0
SARJAPUR ROAD,2,1233.0,2.0,77.65
SARJAPUR ROAD,3,1680.0,3.0,112.0
SARJAPUR ROAD,2,1255.0,2.0,92.0
SARJAPUR ROAD,2,1311.0,2.0,78.0
SARJAPUR ROAD,2,1145.0,2.0,75.0
SARJAPUR ROAD,3,2180.0,3.0,170.0
SARJAPUR ROAD,3,1750.0,3.0,110.0
SARJAPUR ROAD,3,1200.0,3.0,70.0
SARJAPUR ROAD,3,2600.0,3.0,200.0
SARJAPUR ROAD,1,685.0,1.0,40.0
SARJAPUR ROAD,2,1241.0,2.0,82.0
SARJAPUR ROAD,1,835.0,1.0,46.95
SARJAPUR ROAD,2,1280.0,2.0,76.0
SARJAPUR ROAD,2,1263.0,2.0,78.0
SARJAPUR ROAD,3,1691.0,3.0,98.0
SARJAPUR ROAD,2,1308.0,2.0,83.0
SARJAPUR ROAD,3,1592.0,3.0,91.0
SARJAPUR ROAD,2,1150.0,2.0,77.0
SARJAPUR ROAD,3,1965.0,3.0,120.0
SARJAPUR ROAD,3,2275.0,4.0,180.0
SARJAPUR ROAD,2,1418.0,2.0,78.0
SARJAPUR ROAD,2,1200.0,2.0,93.0
SARJAPUR ROAD,3,1525.0,2.0,87.0
SARJAPUR ROAD,1,715.0,1.0,29.0
SARJAPUR ROAD,2,1230.0,2.0,94.5
SARJAPUR ROAD,3,1750.0,3.0,99.0
SARJAPUR ROAD,3,1500.0,3.0,88.0
SARJAPUR ROAD,3,1846.0,3.0,145.0
SARJAPUR ROAD,2,1067.0,2.0,60.0
SARJAPUR ROAD,3,1700.0,3.0,95.0
SARJAPUR ROAD,4,3785.0,5.0,280.0
SARJAPUR ROAD,3,2556.0,3.0,169.0
SARJAPUR ROAD,2,1278.0,2.0,90.0
SARJAPUR ROAD,2,1305.0,2.0,99.0
SARJAPUR ROAD,3,1755.0,3.0,122.0
SARJAPUR ROAD,3,1455.0,2.0,98.0
SARJAPUR ROAD,3,1850.0,3.0,140.0
SARJAPUR ROAD,1,950.0,1.0,39.9
SARJAPUR ROAD,3,1826.0,3.0,130.0
SARJAPUR ROAD,3,1660.0,2.0,116.0
SARJAPUR ROAD,3,1700.0,3.0,108.0
SARJAPUR ROAD,3,1539.0,3.0,85.0
SARJAPUR ROAD,3,1489.0,2.0,82.0
SARJAPUR ROAD,1,539.0,1.0,45.0
SARJAPUR ROAD,2,1200.0,2.0,75.0
SARJAPUR ROAD,3,2145.0,3.0,180.0
SARJAPUR ROAD,3,3044.0,3.0,183.0
SARJAPUR ROAD,3,1877.0,4.0,150.0
